userId,Item_ID,rating,timestamp
CUST301,ITEM001,4.0,1687996800.0
CUST301,ITEM003,4.0,1691971200.0
CUST301,ITEM006,4.0,1694217600.0
CUST301,ITEM047,5.0,1703548800.0
CUST301,ITEM050,5.0,1696636800.0
CUST301,ITEM070,3.0,1685059200.0
CUST301,ITEM101,5.0,1694304000.0
CUST301,ITEM110,4.0,1700697600.0
CUST301,ITEM151,5.0,1684800000.0
CUST301,ITEM157,5.0,1703635200.0
CUST301,ITEM163,5.0,1686355200.0
CUST301,ITEM216,5.0,1693008000.0
CUST301,ITEM223,3.0,1687651200.0
CUST301,ITEM231,5.0,1684022400.0
CUST301,ITEM235,4.0,1698019200.0
CUST301,ITEM260,5.0,1688947200.0
CUST301,ITEM296,3.0,1682380800.0
CUST301,ITEM316,3.0,1701648000.0
CUST301,ITEM333,5.0,1701993600.0
CUST301,ITEM349,4.0,1675555200.0
CUST301,ITEM356,4.0,1677974400.0
CUST301,ITEM362,5.0,1697760000.0
CUST301,ITEM367,4.0,1688256000.0
CUST301,ITEM423,3.0,1680739200.0
CUST301,ITEM441,4.0,1699574400.0
CUST301,ITEM457,5.0,1690329600.0
CUST301,ITEM480,4.0,1682294400.0
CUST301,ITEM500,3.0,1686182400.0
CUST301,ITEM527,5.0,1700092800.0
CUST301,ITEM543,4.0,1698883200.0
CUST301,ITEM552,4.0,1689811200.0
CUST301,ITEM553,5.0,1685664000.0
CUST301,ITEM590,4.0,1699833600.0
CUST301,ITEM592,4.0,1686268800.0
CUST301,ITEM593,4.0,1703289600.0
CUST301,ITEM596,5.0,1687305600.0
CUST301,ITEM608,5.0,1682812800.0
CUST301,ITEM648,3.0,1688169600.0
CUST301,ITEM661,5.0,1683849600.0
CUST301,ITEM673,3.0,1702252800.0
CUST301,ITEM733,4.0,1697587200.0
CUST301,ITEM736,3.0,1699747200.0
CUST301,ITEM780,3.0,1683504000.0
CUST301,ITEM804,4.0,1680652800.0
CUST301,ITEM919,5.0,1701648000.0
CUST301,ITEM923,5.0,1691193600.0
CUST301,ITEM940,5.0,1688947200.0
CUST301,ITEM943,4.0,1687305600.0
CUST301,ITEM954,5.0,1688601600.0
CUST301,ITEM1009,3.0,1699920000.0
CUST301,ITEM1023,5.0,1687132800.0
CUST301,ITEM1024,5.0,1674432000.0
CUST301,ITEM1025,5.0,1686960000.0
CUST301,ITEM1029,5.0,1675123200.0
CUST301,ITEM1030,3.0,1695686400.0
CUST301,ITEM1031,5.0,1678492800.0
CUST301,ITEM1032,5.0,1687824000.0
CUST301,ITEM1042,4.0,1704067200.0
CUST301,ITEM1049,5.0,1679443200.0
CUST301,ITEM1060,4.0,1688515200.0
CUST301,ITEM1073,5.0,1694131200.0
CUST301,ITEM1080,5.0,1689465600.0
CUST301,ITEM1089,5.0,1682380800.0
CUST301,ITEM1090,4.0,1695254400.0
CUST301,ITEM1092,5.0,1697673600.0
CUST301,ITEM1097,5.0,1688169600.0
CUST301,ITEM1127,4.0,1672617600.0
CUST301,ITEM1136,5.0,1688601600.0
CUST301,ITEM1196,5.0,1677369600.0
CUST301,ITEM1197,5.0,1684108800.0
CUST301,ITEM1198,5.0,1692057600.0
CUST301,ITEM1206,5.0,1681171200.0
CUST301,ITEM1208,4.0,1684540800.0
CUST301,ITEM1210,5.0,1694476800.0
CUST301,ITEM1213,5.0,1676160000.0
CUST301,ITEM1214,4.0,1696982400.0
CUST301,ITEM1219,2.0,1693699200.0
CUST301,ITEM1220,5.0,1686614400.0
CUST301,ITEM1222,5.0,1675296000.0
CUST301,ITEM1224,5.0,1677542400.0
CUST301,ITEM1226,5.0,1697068800.0
CUST301,ITEM1240,5.0,1678406400.0
CUST301,ITEM1256,5.0,1702252800.0
CUST301,ITEM1258,3.0,1673654400.0
CUST301,ITEM1265,4.0,1691971200.0
CUST301,ITEM1270,5.0,1682640000.0
CUST301,ITEM1275,5.0,1700524800.0
CUST301,ITEM1278,5.0,1678665600.0
CUST301,ITEM1282,5.0,1683417600.0
CUST301,ITEM1291,5.0,1693699200.0
CUST301,ITEM1298,5.0,1676246400.0
CUST301,ITEM1348,4.0,1686873600.0
CUST301,ITEM1377,3.0,1698192000.0
CUST301,ITEM1396,3.0,1687305600.0
CUST301,ITEM1408,3.0,1684195200.0
CUST301,ITEM1445,3.0,1676505600.0
CUST301,ITEM1473,4.0,1685836800.0
CUST301,ITEM1500,4.0,1678752000.0
CUST301,ITEM1517,5.0,1687737600.0
CUST301,ITEM1552,4.0,1679097600.0
CUST301,ITEM1573,5.0,1675036800.0
CUST301,ITEM1580,3.0,1692230400.0
CUST301,ITEM1587,5.0,1687564800.0
CUST301,ITEM1617,5.0,1698969600.0
CUST301,ITEM1620,4.0,1673395200.0
CUST301,ITEM1625,5.0,1683849600.0
CUST301,ITEM1644,3.0,1684108800.0
CUST301,ITEM1676,3.0,1680912000.0
CUST301,ITEM1732,5.0,1691798400.0
CUST301,ITEM1777,4.0,1673568000.0
CUST301,ITEM1793,4.0,1694304000.0
CUST301,ITEM1804,5.0,1692662400.0
CUST301,ITEM1805,4.0,1691884800.0
CUST301,ITEM1920,4.0,1676160000.0
CUST301,ITEM1927,5.0,1697760000.0
CUST301,ITEM1954,5.0,1699315200.0
CUST301,ITEM1967,4.0,1699056000.0
CUST301,ITEM2000,4.0,1686441600.0
CUST301,ITEM2005,5.0,1680480000.0
CUST301,ITEM2012,4.0,1701043200.0
CUST301,ITEM2018,5.0,1698537600.0
CUST301,ITEM2028,4.0,1673308800.0
CUST301,ITEM2033,5.0,1676678400.0
CUST301,ITEM2046,4.0,1694217600.0
CUST301,ITEM2048,5.0,1680134400.0
CUST301,ITEM2054,4.0,1694736000.0
CUST301,ITEM2058,5.0,1679529600.0
CUST301,ITEM2078,5.0,1682294400.0
CUST301,ITEM2090,5.0,1702857600.0
CUST301,ITEM2093,3.0,1701734400.0
CUST301,ITEM2094,5.0,1673395200.0
CUST301,ITEM2096,4.0,1703808000.0
CUST301,ITEM2099,4.0,1701043200.0
CUST301,ITEM2105,4.0,1681862400.0
CUST301,ITEM2115,5.0,1685491200.0
CUST301,ITEM2116,5.0,1697328000.0
CUST301,ITEM2137,5.0,1685491200.0
CUST301,ITEM2139,5.0,1678752000.0
CUST301,ITEM2141,5.0,1703635200.0
CUST301,ITEM2143,4.0,1686096000.0
CUST301,ITEM2161,5.0,1684281600.0
CUST301,ITEM2174,4.0,1690156800.0
CUST301,ITEM2193,4.0,1701475200.0
